Hebrew Trans,Septuagint Trans,Gallican Psalter Trans,Hebrew Psalter Trans
"With a strong hand and an outstretched arm, for His steadfast love endures forever.","With a mighty hand and an uplifted arm, for his mercy endures forever.","With a mighty hand and an outstretched arm, for his mercy endures forever.",With a strong hand and an outstretched arm: for his mercy endures forever.
"To Him who divided the Sea of Reeds into parts, for His steadfast love endures forever.","To him who divided the Red Sea into divisions, for his mercy endures forever.","Who divided the Red Sea into divisions, for his mercy endures forever.",Who divided the Red Sea into divisions: for his mercy endures forever.
"And made Israel pass through the midst of it, for His steadfast love endures forever.","And led Israel through the midst of it, for his mercy endures forever.","And led Israel through the midst of it, for his mercy endures forever.",And led Israel through the midst of it: for his mercy endures forever.
"And shook off Pharaoh and his host in the Sea of Reeds, for His steadfast love endures forever.","And shook off Pharaoh and his force into the Red Sea, for his mercy endures forever.","And shook off Pharaoh and his army in the Red Sea, for his mercy endures forever.",And overthrew Pharaoh and his army in the Red Sea: for his mercy endures forever.
"To Him who led His people through the wilderness, for His steadfast love endures forever.","To him who led his people through the wilderness, for his mercy endures forever. To him who brought water out of a sharp-cut rock, for his mercy endures forever.","Who led his people through the desert, for his mercy endures forever.",Who led his people through the desert: for his mercy endures forever.
"To Him who struck down great kings, for His steadfast love endures forever.","To him who struck great kings, for his mercy endures forever.","Who struck down great kings, for his mercy endures forever.",Who struck down great kings: for his mercy endures forever.
"And slew mighty kings, for His steadfast love endures forever.","And slew mighty kings, for his mercy endures forever.","And slew mighty kings, for his mercy endures forever.",And slew mighty kings: for his mercy endures forever.
"Sihon, king of the Amorites, for His steadfast love endures forever.","Sihon, king of the Amorites, for his mercy endures forever.","Sihon, king of the Amorites, for his mercy endures forever.","Sihon, king of the Amorites: for his mercy endures forever."
"And Og, king of Bashan, for His steadfast love endures forever.","And Og, king of Bashan, for his mercy endures forever.","And Og, king of Bashan, for his mercy endures forever.","And Og, king of Bashan: for his mercy endures forever."
"And gave their land as an inheritance, for His steadfast love endures forever.","And gave their land as an inheritance, for his mercy endures forever.","And gave their land as an inheritance, for his mercy endures forever.",And gave their land as an inheritance: for his mercy endures forever.
"An inheritance to Israel His servant, for His steadfast love endures forever.","An inheritance to Israel his servant, for his mercy endures forever.","An inheritance to Israel his servant, for his mercy endures forever.",An inheritance to Israel his servant: for his mercy endures forever.
"Who remembered us in our lowliness, for His steadfast love endures forever.","For in our humiliation the Lord remembered us, for his mercy endures forever.","For in our lowliness he was mindful of us, for his mercy endures forever.",For in our lowliness he was mindful of us: for his mercy endures forever.
"And rescued us from our adversaries, for His steadfast love endures forever.","And redeemed us from our enemies, for his mercy endures forever.","And redeemed us from our enemies, for his mercy endures forever.",And redeemed us from our enemies: for his mercy endures forever.
"He gives food to all flesh, for His steadfast love endures forever.","He who gives food to all flesh, for his mercy endures forever.","Who gives food to all flesh, for his mercy endures forever.",Who gives bread to all flesh: for his mercy endures forever.
"Give thanks to the God of heaven, for His steadfast love endures forever.","Give thanks to the God of heaven, for his mercy endures forever. Give thanks to the Lord of lords, for his mercy endures forever.","Give thanks to the God of heaven, for his mercy endures forever. Give thanks to the Lord of lords, for his mercy endures forever.",Give thanks to the God of heaven: for his mercy endures forever.
"By the rivers of Babylon, there we sat down, yea, we wept, when we remembered Zion.","Of David. By the rivers of Babylon, there we sat down and wept when we remembered Zion.","Of David, of Jeremiah. By the rivers of Babylon, there we sat and wept, when we remembered Zion.","By the rivers of Babylon, there we sat down and wept, when we remembered Zion."
Upon the willows in the midst thereof we hung up our harps.,Upon the willows in the midst of it we hung up our instruments.,On the willows in the midst of it we hung up our instruments.,"Upon the willows in the midst of it, we hung up our harps."
"For there our captors asked of us words of song, and our tormentors asked of us mirth: ""Sing us one of the songs of Zion.""","For there those who had taken us captive asked us for words of songs, and those who had carried us away asked for a hymn: ""Sing us one of the songs of Zion.""","For there those who had led us captive asked us for the words of songs, and those who had carried us away said: ""Sing us a hymn from the songs of Zion.""","For there those who led us captive asked of us the words of a song, and those who afflicted us asked for mirth: ""Sing to us from the songs of Zion."""
How shall we sing the song of the LORD upon a foreign soil?,How shall we sing the song of the Lord in a foreign land?,How shall we sing the song of the Lord in a foreign land?,How shall we sing the song of the Lord in a foreign land?
"If I forget you, O Jerusalem, let my right hand forget its skill.","If I forget you, O Jerusalem, let my right hand be forgotten.","If I forget you, O Jerusalem, let my right hand be given over to oblivion.","If I forget you, O Jerusalem, let my right hand be forgotten."
"Let my tongue cleave to the roof of my mouth, if I do not remember you, if I do not set Jerusalem above my highest joy.","Let my tongue cleave to my throat, if I do not remember you, if I do not set Jerusalem above the beginning of my joy.","Let my tongue cling to the roof of my mouth, if I do not remember you, if I do not place Jerusalem above the beginning of my joy.","Let my tongue cling to my palate, if I do not remember you, if I do not place Jerusalem above the beginning of my joy."
"Remember, O LORD, against the children of Edom the day of Jerusalem, who said, ""Raze it, raze it, down to its foundation!""","Remember, O Lord, the sons of Edom on the day of Jerusalem, those who said, ""Raze it, raze it, down to its foundation!""","Remember, O Lord, the sons of Edom, on the day of Jerusalem, who say: ""Lay it bare, lay it bare, even to its foundation!""","Remember, O Lord, the children of Edom, in the day of Jerusalem, who said: ""Raze it, raze it, even to its foundation."""
"O daughter of Babylon, who are to be destroyed, happy shall he be who repays you the recompense with which you repaid us.","O daughter of Babylon, you wretched one! Blessed is he who shall repay you the recompense with which you repaid us.","O wretched daughter of Babylon, blessed is he who shall repay to you your repayment which you repaid to us.","O daughter of Babylon, laid waste, blessed is he who shall repay to you your recompense which you repaid to us."
Happy shall he be who seizes and dashes your little ones against the rock.,Blessed is he who shall seize and dash your little ones against the rock.,Blessed is he who shall seize and dash your little ones against the rock.,Blessed is he who shall seize and dash your little ones against the rock.
Of David. I will give you thanks with all my heart; before the gods I will sing praises to you.,"Of David. I will give thanks to you, O Lord, with my whole heart, for you have heard the words of my mouth; and before angels I will sing praises to you.","Of David himself. I will confess to you, O Lord, with my whole heart, for you have heard the words of my mouth. In the sight of the angels I will sing praises to you.",Of David. I will confess to you with my whole heart; in the sight of the gods I will sing to you.
I will bow down toward your holy temple and give thanks to your name for your lovingkindness and for your truth; for you have magnified your word above all your name.,"I will worship toward your holy temple and give thanks to your name for your mercy and your truth, for you have magnified your oracle above every name.","I will worship toward your holy temple, and I will confess your name, for your mercy and your truth: for you have magnified your holy name above all things.","I will worship in your holy temple and I will confess to your name for your mercy and for your truth, for you have magnified your word above all your name."
"In the day that I called, you answered me; you emboldened me with strength in my soul.","In whatever day I call upon you, quickly hear me; you will enrich me in my soul with power.","In whatever day I shall call upon you, hear me: you shall multiply strength in my soul.","In the day I shall call upon you, and you will hear me; you will enlarge the strength of my soul."
"All the kings of the earth shall give you thanks, O LORD, for they have heard the words of your mouth.","Let all the kings of the earth give thanks to you, O Lord, for they have heard all the words of your mouth.","Let all the kings of the earth confess to you, O Lord, for they have heard all the words of your mouth.","Let all the kings of the earth confess to you, O Lord, for they have heard the words of your mouth."
"And they shall sing of the ways of the LORD, for great is the glory of the LORD.","And let them sing in the ways of the Lord, for great is the glory of the Lord.","And let them sing in the ways of the Lord, for great is the glory of the Lord.","And let them sing in the ways of the Lord, for great is the glory of the Lord."
"For though the LORD is high, yet he regards the lowly; but the haughty he knows from afar.","For the Lord is exalted, yet he regards the lowly, and the lofty he knows from afar.","For the Lord is exalted, and he regards the lowly, and the lofty he knows from afar.","For the Lord is exalted, and he regards the humble, and the lofty he knows from afar."
"If I walk in the midst of trouble, you will revive me; you will stretch forth your hand against the wrath of my enemies, and your right hand shall save me.","If I walk in the midst of affliction, you will give me life; against the wrath of my enemies you stretched out your hand, and your right hand saved me.","If I shall walk in the midst of tribulation, you will give me life; you have stretched out your hand against the wrath of my enemies, and your right hand has saved me.","If I shall walk in the midst of tribulation, you will give me life; against the fury of my enemies you will stretch forth your hand, and your right hand shall save me."
"The LORD will accomplish that which concerns me; O LORD, your lovingkindness endures forever; do not forsake the works of your hands.","The Lord will repay on my behalf. O Lord, your mercy endures forever; do not forsake the works of your hands.","The Lord will repay on my behalf. O Lord, your mercy endures forever; do not despise the works of your hands.","The Lord will act on my behalf. O Lord, your mercy endures forever; do not forsake the works of your hands."
"For the choirmaster. Of David. A psalm. O LORD, you have searched me and known me.","For the end, a psalm of David. O Lord, you have tested me and known me.","To the end, a psalm of David. 138. O Lord, you have tested me and known me.","For the victory of David, a song. O Lord, you have searched me and known me."
You know my sitting down and my rising up; you discern my thoughts from afar.,You have known my sitting down and my rising up; you have understood my thoughts from afar.,You have known my sitting down and my rising up; you have understood my thoughts from afar.,You have known my sitting down and my rising up; you have understood my thought from afar.
"My path and my lying down you have winnowed, and you are acquainted with all my ways.","My path and my measuring-line you have traced out, and all my ways you have foreseen.","You have traced out my path and my lot, and you have foreseen all my ways.","My path and my lying down you have winnowed, and all my ways you have understood."
"For there is not a word on my tongue— behold, O LORD, you know it altogether.",For there is no word on my tongue—,"For there is not a word on my tongue — behold, O Lord, you have known all things.","For there is not a word on my tongue—behold, O Lord, you know all things."
"Behind and before you have enclosed me, and you have laid your hand upon me.","Behold, O Lord, you have known all things, the last and the first. You formed me and laid your hand upon me.","The last things and the first — you have formed me, and you have laid your hand upon me.","Behind and before you have formed me, and you have laid your hand upon me."
"Such knowledge is too wonderful for me; it is too high, I cannot attain it.",Your knowledge was made wondrous from me; it was made strong; I cannot attain to it.,"Your knowledge has become wonderful beyond me; it is strengthened, and I cannot reach it.",Such knowledge is above me and is too lofty; I cannot attain to it.
Where shall I go from your Spirit? And where shall I flee from your presence?,Where shall I go from your spirit? And where shall I flee from your face?,Where shall I go from your spirit? And where shall I flee from your face?,Where shall I go from your spirit? And where shall I flee from your face?
"If I ascend to heaven, you are there; and if I make my bed in Sheol, behold, you are there.","If I ascend into heaven, you are there; if I descend into Hades, you are present.","If I ascend into heaven, you are there; if I descend into hell, you are present.","If I ascend into heaven, you are there; if I lie down in hell, you are present."
"If I take the wings of the dawn, if I dwell in the uttermost parts of the sea,","If I should take up my wings at dawn and dwell in the uttermost parts of the sea,","If I take up my wings at dawn and dwell in the uttermost parts of the sea,","If I take up the wings of the dawn, and dwell in the farthest parts of the sea,"
"Even there your hand shall lead me, and your right hand shall hold me.","Even there your hand shall guide me, and your right hand shall hold me.","Even there your hand shall lead me, and your right hand shall hold me.","Even there your hand shall lead me, and your right hand shall hold me."
"And I said, ""Surely the darkness shall cover me, and the night shall be light about me.""","And I said, ""Surely darkness shall trample me, and night shall be illumination in my delight.""","And I said: Perhaps darkness shall trample upon me, and the night shall be illumination in my pleasures.","If I say, ""Perhaps darkness will cover me,"" the night also shall be light around me."
"Even the darkness is not dark to you, and the night shines as the day; the darkness is as the light.","For darkness shall not be darkened before you, and night shall be illuminated as day; as is its darkness, so also shall be its light.","For darkness shall not be darkened before you, and the night shall be illuminated like the day; as is its darkness, so also is its light.","Nor do the darkness hold any darkness before you, and night shines as the day; darkness and light are alike."
For you created my inward parts; you wove me together in my mother's womb.,"For you acquired my inward parts, O Lord; you took hold of me from my mother's womb.",For you have possessed my inmost parts; you received me from the womb of my mother.,For you possessed my inmost parts; you wove me together in the womb of my mother.
"I will praise you, for I am fearfully and wonderfully made; wonderful are your works, and my soul knows it well.","I will give thanks to you, for I was fearfully made wondrous; marvelous are your works, and my soul knows it exceedingly.","I will praise you, for you are terribly magnified; wonderful are your works, and my soul knows it exceedingly.","I will praise you, for you have made me fearfully magnificent; wondrous are your works, and my soul knows this exceedingly."
"My frame was not hidden from you when I was made in secret, when I was woven together in the depths of the earth.","My bone was not hidden from you, which you made in secret, and my substance in the lowest parts of the earth.","My bone was not hidden from you, which you made in secret, and my substance in the lower parts of the earth.","My bones were not hidden from you, when I was made in secret; I was fashioned in the lowest parts of the earth."
"Your eyes saw my unformed substance, and in your book they were all written— the days that were fashioned, when as yet there was not one among them.","Your eyes saw my unformed substance, and in your book all shall be written; days shall be formed, and no one among them.","Your eyes saw my imperfect being, and in your book all shall be written; they shall be formed in a day, and no one among them.","Your eyes saw me yet unformed, and in your book all shall be written; days were formed when not yet one of them existed."
"And to me, how precious are your thoughts, O God! How vast is the sum of them!","But to me your friends were greatly honored, O God; greatly strengthened were their first principles.","But to me your friends are exceedingly honored, O God; their principalities are exceedingly strengthened.","But to me, how honorable are your friends, O God! How mighty are their multitudes!"
"If I should count them, they are more than the sand; when I awake, I am still with you.","I shall count them, and they shall be multiplied beyond the sand; I have awakened, and I am still with you.","I shall count them, and they shall be multiplied beyond the sand; I have risen, and I am still with you.","I shall count them, and they shall be more numerous than the sand; I have awakened, and I am still with you."
"If only you would slay the wicked, O God! O men of blood, depart from me!","If you would slay sinners, O God— O men of blood, depart from me!","If you would slay sinners, O God — and you men of blood, depart from me —","If you would slay the wicked, O God—O men of blood, depart from me—"
They who speak of you for evil purpose; your enemies take your name in vain.,For you shall speak in deliberation; they shall take your cities in vain.,For you will say in thought: they shall receive your cities in vain.,"Who will contradict you wickedly; they are lifted up in vain, your adversaries."
"Do I not hate those who hate you, O LORD? And do I not loathe those who rise up against you?","Have I not hated those who hate you, O Lord? And have I not wasted away over your enemies?","Did I not hate those who hate you, O Lord, and waste away over your enemies?","Do I not hate those who hate you, O Lord, and do I not loathe your adversaries?"
With perfect hatred I hate them; they have become my enemies.,With perfect hatred I hated them; they became enemies to me.,With a perfect hatred I hated them; they have become enemies to me.,With perfect hatred I hated them; they have become enemies to me.
"Search me, O God, and know my heart; try me and know my anxious thoughts.","Test me, O God, and know my heart; examine me and know my paths.","Test me, O God, and know my heart; examine me and know my paths.","Search me, O God, and know my heart; test me and know my thoughts."
"And see if there be any grievous way in me, and lead me in the way everlasting.","And see if there is a way of lawlessness in me, and guide me in the everlasting way.","And see if there is a way of iniquity in me, and lead me in the eternal way.","And see if there is any way of idolatry in me, and lead me in the everlasting way."
"For the choirmaster, a psalm of David.","For the end, a psalm of David.","To the end, a psalm of David.","For the victory, a song of David."
"Deliver me, O LORD, from evil men; preserve me from men of violence,","Deliver me, O Lord, from the evil man; rescue me from the unjust man.","Deliver me, O Lord, from the evil man: from the wicked man rescue me.","Deliver me, O Lord, from the evil man: from unjust men preserve me."
who have devised evil things in their heart; every day they stir up wars.,Who devised injustices in their heart; all the day long they arrayed themselves for wars.,Who have devised iniquities in their heart: all day long they plotted battles.,Who have devised malice in their heart; all day long they have engaged in battles.
They have sharpened their tongue like a serpent; the venom of a viper is under their lips. Selah.,They sharpened their tongue like a serpent's; the venom of asps is under their lips. Selah.,They have sharpened their tongues like a serpent: the venom of asps is under their lips. Diapsalma.,They have sharpened their tongue like a serpent: the venom of the asp is always under their lips.
"Guard me, O LORD, from the hands of the wicked; preserve me from men of violence, who have purposed to push aside my steps.","Guard me, O Lord, from the hand of the sinner; deliver me from unjust men, who have devised to trip up my steps.","Preserve me, O Lord, from the hand of the sinner: from wicked men deliver me, who have purposed to trip my steps.","Guard me, O Lord, from the hand of the wicked: from the man of iniquities preserve me, who have plotted to trip my steps."
"The proud have hidden a snare for me, and cords; they have spread a net by the side of the path; they have set traps for me. Selah.","The proud hid a snare for me, and stretched out cords as traps for my feet; they set a stumbling block for me near the path. Selah.","The proud have hidden a snare for me, and they have stretched out cords as a trap: by the wayside they have set stumbling blocks for me. Diapsalma.","The proud have hidden a snare for me, and with cords they have spread a net beside the path; they have set stumbling blocks for me always."
"I said to the LORD, ""You are my God""; give ear, O LORD, to the voice of my supplications.","I said to the Lord, ""You are my God; give ear, O Lord, to the voice of my supplication.""","I said to the Lord: You are my God; hear, O Lord, the voice of my supplication.","I said to the Lord: You are my God; hear, O Lord, the voice of my supplication."
"O LORD, my Lord, the strength of my salvation, You have covered my head in the day of battle.","O Lord, Lord, the strength of my salvation, you have overshadowed my head in the day of war.","O Lord, Lord, the strength of my salvation: you have overshadowed my head in the day of battle.","O Lord God, the strength of my salvation: you have sheltered my head in the day of battle."
"Do not grant, O LORD, the desires of the wicked; do not let his scheme succeed, lest they be exalted. Selah.","Do not deliver me, O Lord, from my desire to the sinner; they have plotted against me; do not forsake me, lest they be exalted. Selah.","Do not deliver me, O Lord, from my desire to the sinner: they have plotted against me; do not forsake me, lest they be exalted. Diapsalma.","Do not grant, O Lord, the desires of the wicked; let not his schemes be poured out and exalted forever."
"As for the head of those who surround me, let the mischief of their own lips cover them.",The head of those who encircle me—the toil of their lips shall cover them.,The head of their encirclement — the labor of their own lips shall cover them.,The bitterness of those who surround me—let the labor of their lips cover them.
"Let burning coals fall upon them; let them be cast into the fire, into deep pits, that they rise not again.",Coals of fire shall fall upon them; you shall cast them down in miseries; they shall not stand.,Burning coals shall fall upon them; into fire you shall cast them down: in miseries they shall not stand.,"Coals of fire shall fall upon them; you shall cast them down into pits, so that they shall not rise again."
"A man of evil tongue shall not be established in the earth; as for the man of violence and evil, may calamity hunt him with thrust upon thrust.",A man of much talk shall not prosper upon the earth; evils shall hunt the unjust man to destruction.,A man of evil tongue shall not be directed upon the earth: evils shall seize the unjust man unto destruction.,A man of evil tongue shall not be established in the earth: evil things shall seize the unjust man unto destruction.
"I know that the LORD will maintain the cause of the afflicted, and the justice of the needy.",I know that the Lord will execute the judgment of the poor and the cause of the needy.,"I know that the Lord will execute judgment for the needy, and vindication for the poor.","I know that the Lord will take up the cause of the needy, and the judgments of the poor."
Surely the righteous shall give thanks to Your name; the upright shall dwell in Your presence.,"Surely the righteous shall give thanks to your name, and the upright shall dwell in your presence.",But surely the just shall give thanks to your name: the upright shall dwell in your presence.,Surely the just shall give thanks to your name: the upright shall dwell with your countenance.
"A psalm of David. LORD, I call upon You; hasten to me; give ear to my voice when I call to You.","A Psalm of David. Lord, I cried out to you; hear me. Give heed to the voice of my supplication when I cry to you.","A psalm of David. O Lord, I have cried to you: hear me. Attend to my voice when I cry to you.","A canticle of David. Lord, I have cried to you; hasten to me. Hear my voice when I cry to you."
"Let my prayer be set forth as incense before You, the lifting up of my hands as the evening offering.","Let my prayer be directed as incense before you, the lifting up of my hands as an evening sacrifice.",Let my prayer be directed as incense in your sight; the lifting up of my hands as an evening sacrifice.,Let my prayer be directed as incense in your sight; the lifting up of my hands as an evening sacrifice.
"Set, O LORD, a guard over my mouth; keep watch over the door of my lips.","Set, O Lord, a guard on my mouth and a door of enclosure around my lips.","Set a guard, O Lord, over my mouth, and a door of enclosure around my lips.","Set a guard, O Lord, over my mouth; keep watch over the poverty of my lips."
"Do not incline my heart to any evil thing, to practice deeds in wickedness with men who are workers of iniquity, and let me not eat of their dainties.","Do not incline my heart to words of wickedness, to make excuses with excuses in sins, with men who work lawlessness; and I will not partake with their chosen ones.","Do not incline my heart to words of malice, to make excuses in sins, with men who work iniquity; and I will not partake with their chosen ones.","Incline not my heart to evil words, to turn over impious thoughts with men who work iniquity; and let me not eat of their delicacies."
Let the righteous strike me—it is a kindness; and let him reprove me—it is oil upon the head; let not my head refuse it; for yet my prayer also shall be against their evil deeds.,"A righteous man will discipline me in mercy and reprove me; but let not the oil of a sinner anoint my head, for yet even my prayer is against their pleasures.",The just man shall correct me in mercy and shall rebuke me; but let not the oil of the sinner fatten my head. For yet my prayer also shall be in their good pleasures.,Let the just man correct me in mercy and rebuke me; let not the oil of bitterness anoint my head; for my prayer also is against their wickedness.
"Their judges are thrown down by the sides of the rock, and they shall hear my words, for they are sweet.","Their judges were swallowed up near the rock; they shall hear my words, for they are pleasant.","Their judges, joined to the rock, have been swallowed up. They shall hear my words, for they have prevailed.","Their judges have been cast down by the rock, and they shall hear my words, for they are gracious."
"As when one plows and cleaves the earth, our bones are scattered at the mouth of Sheol.","As when the thickness of earth is broken upon the ground, our bones have been scattered at the mouth of Hades.","As a clod of earth is broken upon the ground, our bones have been scattered at the mouth of the grave.","As a farmer when he breaks open the earth, so our bones have been scattered at the mouth of the grave."
"For to You, O LORD, my Lord, are my eyes; in You I take refuge; do not pour out my soul.","For toward you, Lord, Lord, are my eyes; in you I have hoped. Do not take away my soul.","For to you, O Lord, Lord, are my eyes: in you I have hoped; do not take away my soul.","For to you, O Lord God, are my eyes; in you I have hoped; do not strip away my soul."
"Keep me from the hands of the snare they have laid for me, and from the traps of the workers of iniquity.","Guard me from the snare they have set for me, and from the stumbling-blocks of those who work lawlessness.","Keep me from the snare which they have set for me, and from the stumbling blocks of those who work iniquity.","Keep me from the hands of the snare which they have set for me, and from the stumbling blocks of those who work iniquity."
"Let the wicked fall into their own nets together, while I pass by safely.",Sinners shall fall into his net; I am alone until I pass through.,"The sinners shall fall into his net: I am alone, until I pass over.",The wicked shall fall into his net together; but I shall pass beyond.
"A Maskil of David, when he was in the cave; a prayer.","A meditation of David, when he was in the cave; a prayer.","A psalm of understanding of David, when he was in the cave: a prayer.","A lesson of David, when he was in the cave: a prayer."
With my voice I cry unto the LORD; with my voice I make supplication unto the LORD.,With my voice I cried unto the Lord; with my voice I made supplication unto the Lord.,With my voice I cried out to the Lord; with my voice I made supplication to the Lord.,With my voice I cried out to the Lord; with my voice I made supplication to the Lord.
I pour out my complaint before him; I declare my trouble before him.,I pour out my petition before him; I declare my affliction before him.,I pour out my supplication before him; I declare my tribulation before him.,I pour out my speech before him; I declare my tribulation in his presence.
"When my spirit is overwhelmed within me, you know my path; in the way wherein I walk they have hidden a snare for me.","When my spirit was failing within me, then you knew my paths. In this way in which I was walking, they hid a snare for me.","When my spirit was failing within me, you knew my paths. In this way in which I walked, they hid a snare for me.","When my spirit was anxious within me, for you knew my path; in this way in which I walk, they have hidden a snare for me."
"Look on my right hand and see, for there is no one who acknowledges me; refuge has failed me; no one cares for my soul.","I was looking to the right and observing, but there was no one who recognized me. Escape perished from me, and there is no one who seeks after my soul.","I looked to the right hand and saw, and there was no one who would recognize me. Flight has perished from me, and there is no one who seeks after my soul.","Look to the right hand and see, for there is no one who knows me; flight has perished from me; there is no one who seeks after my soul."
"I cried unto you, O LORD; I said, ""You are my refuge, my portion in the land of the living.""","I cried unto you, O Lord; I said, ""You are my hope, my portion in the land of the living.""","I cried out to you, O Lord; I said: You are my hope, my portion in the land of the living.","I cried out to you, O Lord; I said: you are my hope, my portion in the land of the living."
"Attend unto my cry, for I am brought very low; deliver me from my persecutors, for they are stronger than I.","Attend to my supplication, for I have been brought very low. Deliver me from those who persecute me, for they have become stronger than I.","Attend to my supplication, for I have been humbled exceedingly. Deliver me from those who persecute me, for they have been strengthened over me.","Hear my supplication, for I am brought very low; deliver me from my persecutors, for they are stronger than I."
"Bring my soul out of prison, that I may give thanks unto your name; the righteous shall surround me, for you shall deal bountifully with me.","Bring my soul out of prison, that I may give thanks to your name, O Lord. The righteous wait for me, until you recompense me.","Lead my soul out of prison, that I may confess your name. The just await me, until you reward me.","Lead my soul out of prison, that it may confess your name; the just await me, when you shall have rewarded me."
"A psalm of David. O LORD, hear my prayer, give ear to my supplications; in your faithfulness answer me, in your righteousness.","A psalm of David, when his son was pursuing him. O Lord, hear my prayer; give ear to my supplication. In your truth, hearken to me; in your righteousness.","A psalm of David, when his son was pursuing him. O Lord, hear my prayer; with your ears perceive my supplication; in your truth hear me, in your justice.","A song of David. O Lord, hear my prayer; listen to my supplication. In your truth, hear me; in your justice."
"And enter not into judgment with your servant, for no living being shall be justified before you.","And do not enter into judgment with your servant, for no one living shall be justified before you.","And do not enter into judgment with your servant, for no living person shall be justified in your sight.","And do not come to judgment with your servant, for no living person shall be justified in your sight."
"For the enemy has pursued my soul; he has crushed my life to the ground; he has made me dwell in darkness, like those long dead.",For the enemy has pursued my soul; he has humbled my life to the ground; he has made me dwell in darkness like the dead of ages past.,"For the enemy has persecuted my soul; he has brought low my life to the earth; he has placed me in dark places, like the dead of ages past.","For the enemy has persecuted my soul; he has crushed my life to the ground; he has placed me in darkness, like the dead of old."
And my spirit is overwhelmed upon me; within me my heart is desolate.,And my spirit grew weary within me; my heart was troubled within me.,And my spirit is anxious within me; my heart within me is troubled.,And my spirit was anxious within me; in my midst my heart was troubled.
I remember the days of old; I meditate on all your works; I muse on the work of your hands.,"I remembered the days of old, and I meditated on all your works; I meditated on the works of your hands.",I remembered the days of old; I meditated on all your works; I was meditating on the deeds of your hands.,I remembered the days of old; I meditated on all your works; I spoke of the deeds of your hands.
I spread out my hands to you; my soul thirsts for you like a weary land. Selah.,I spread out my hands toward you; my soul is like a waterless land thirsting for you. Selah.,I stretched out my hands to you; my soul is like land without water before you. Selah.,"I stretched out my hands to you; my soul is like a thirsting land for you, always."
"Answer me speedily, O LORD; my spirit fails. Hide not your face from me, lest I become like those who go down into the pit.","Hear me quickly, O Lord; my spirit has failed. Do not turn your face from me, lest I become like those who go down into the pit.","Quickly hear me, O Lord; my spirit has failed. Do not turn your face from me, lest I become like those who descend into the pit.","Quickly hear me, O Lord; my spirit has failed. Do not hide your face from me, lest I be compared to those who descend into the pit."
"Cause me to hear your lovingkindness in the morning, for in you I trust; make known to me the way in which I should walk, for I lift up my soul to you.","Make me hear your mercy in the morning, for in you I have hoped. Make known to me, O Lord, the way in which I shall walk, for I have lifted up my soul to you.","Make me hear your mercy in the morning, for in you I have hoped. Make known to me the way in which I should walk, for to you I have lifted up my soul.","Make me hear your mercy in the morning, for in you I trust. Make known to me the way in which I should walk, for to you I have lifted up my soul."
"Deliver me from my enemies, O LORD; to you I flee for refuge.","Deliver me from my enemies, O Lord, for I have fled to you for refuge.","Deliver me from my enemies, O Lord; to you I have fled for refuge.","Deliver me from my enemies, O Lord; by you I am protected."
"Teach me to do your will, for you are my God; let your good spirit lead me in a land of uprightness.","Teach me to do your will, for you are my God. Your good spirit shall guide me in an upright land.","Teach me to do your will, for you are my God. Your good spirit will lead me into the upright land.","Teach me to do your will, for you are my God. Your good spirit shall lead me into the upright land."
"For your name's sake, O LORD, revive me; in your righteousness bring my soul out of trouble.","For the sake of your name, O Lord, you shall give me life; in your righteousness you shall bring my soul out of affliction.","For the sake of your name, O Lord, you will give me life; in your equity you will bring my soul out of tribulation.","For the sake of your name, O Lord, you shall give me life; in your justice you shall bring my soul out of distress."
"And in your lovingkindness cut off my enemies, and destroy all those who afflict my soul, for I am your servant.","And in your mercy you shall destroy my enemies, and you shall bring to ruin all those who afflict my soul, for I am your servant.","And in your mercy you will destroy my enemies, and you will bring to ruin all who afflict my soul, for I am your servant.","And in your mercy you shall scatter my enemies, and you shall destroy all those who afflict my soul, for I am your servant."
"Of David. Blessed be the LORD, my rock, who trains my hands for battle, my fingers for war.","By David, against Goliath. Blessed be the Lord my God, who teaches my hands for battle, my fingers for war.","David against Goliath. Blessed be the Lord my God, who teaches my hands to fight, my fingers to war.","Of David. Blessed be the Lord, my strength, who teaches my hands to fight, my fingers to wage war."
"My lovingkindness and my fortress, my stronghold and my deliverer, my shield, and in whom I take refuge, who subdues my people under me.","My mercy and my refuge, my supporter and my deliverer, my shield—and in him I have hoped—who subdues my people under me.","My mercy and my refuge, my supporter and my deliverer, my protector, and in him I have hoped, who subdues my people under me.","My mercy and my fortress, my helper and my savior, my shield, and in him I have hoped, who has subjected peoples under me."
"O LORD, what is man that you take knowledge of him, the son of man that you think of him?","Lord, what is man that you have made yourself known to him, or the son of man that you take account of him?","Lord, what is man, that you have made yourself known to him? Or the son of man, that you regard him?","O Lord, what is man that you take notice of him, or the son of man that you regard him?"
Man is like a breath; his days are like a passing shadow.,Man is likened to vanity; his days pass away like a shadow.,Man is made like to vanity: his days pass away like a shadow.,Man is likened to vanity; his days are as a shadow passing away.
"O LORD, bow your heavens and come down; touch the mountains and they shall smoke.","Lord, bow your heavens and come down; touch the mountains and they shall smoke.","Lord, incline your heavens and descend; touch the mountains and they shall smoke.","O Lord, bow down your heavens and descend; touch the mountains and they shall smoke."
